MetricID,StudentID,ClassID,ReportingPeriod,AcademicYear,OverallGrade,OverallPercentage,AttendancePercentage,AssignmentCompletionRate,BehaviorRating,TeacherComments,ParentContact,InterventionNeeded,InterventionType
80345,6469,334,Q1,2025,F,23.4,94.07,94.74,5,Excellent work,1,1,Counseling
80346,6469,334,Q2,2025,F,23.4,94.07,86.77,1,Good progress,1,1,Tutoring
80347,6469,329,Q1,2025,F,23.44,94.07,97.83,5,Good progress,1,1,Study Group
80348,6469,329,Q2,2025,F,23.44,94.07,95.41,4,Excellent work,1,1,Tutoring
80349,6469,340,Q1,2025,F,26.77,94.07,100.0,4,Good progress,1,1,Tutoring
80350,6469,340,Q2,2025,F,26.77,94.07,84.37,3,Needs support,1,1,Counseling
80351,6469,335,Q1,2025,F,30.62,94.07,91.54,2,Needs support,1,1,Study Group
80352,6469,335,Q2,2025,F,30.62,94.07,87.67,1,Needs support,1,1,
80353,6469,326,Q1,2025,F,24.19,94.07,85.59,4,Good progress,1,1,Tutoring
80354,6469,326,Q2,2025,F,24.19,94.07,87.14,2,Excellent work,1,1,
80355,6469,332,Q1,2025,F,29.18,94.07,86.3,1,Needs support,1,1,
80356,6469,332,Q2,2025,F,29.18,94.07,97.74,1,Good progress,1,1,Study Group
80357,6469,330,Q1,2025,F,22.52,94.07,100.0,3,Good progress,1,1,Counseling
80358,6469,330,Q2,2025,F,22.52,94.07,94.41,2,Excellent work,1,1,
80359,6469,337,Q1,2025,F,28.58,94.07,100.0,3,Excellent work,1,1,
80360,6469,337,Q2,2025,F,28.58,94.07,86.23,4,Average performance,1,1,Study Group
80361,6470,340,Q1,2025,C,72.64,91.66,88.5,3,Excellent work,0,0,
80362,6470,340,Q2,2025,C,72.64,91.66,90.24,3,Good progress,1,0,
80363,6470,333,Q1,2025,D,68.49,91.66,91.3,1,Average performance,1,1,Counseling
80364,6470,333,Q2,2025,D,68.49,91.66,82.45,1,Needs support,1,1,
80365,6470,328,Q1,2025,D,68.07,91.66,83.33,2,Needs support,1,1,Tutoring
80366,6470,328,Q2,2025,D,68.07,91.66,94.52,2,Needs support,1,1,
80367,6470,339,Q1,2025,C,71.95,91.66,84.0,5,Excellent work,0,0,
80368,6470,339,Q2,2025,C,71.95,91.66,98.15,4,Excellent work,0,0,
80369,6470,335,Q1,2025,D,69.77,91.66,99.9,3,Excellent work,1,1,
80370,6470,335,Q2,2025,D,69.77,91.66,92.1,5,Good progress,1,1,
80371,6470,331,Q1,2025,C,73.99,91.66,92.21,1,Average performance,0,0,
80372,6470,331,Q2,2025,C,73.99,91.66,90.1,4,Average performance,0,0,
80373,6471,335,Q1,2025,A,98.97,85.47,90.89,5,Excellent work,1,0,
80374,6471,335,Q2,2025,A,98.97,85.47,81.49,5,Excellent work,0,0,
80375,6471,329,Q1,2025,A,99.46,85.47,89.65,4,Excellent work,0,0,
80376,6471,329,Q2,2025,A,99.46,85.47,88.29,5,Excellent work,0,0,
80377,6471,326,Q1,2025,A,99.26,85.47,89.92,1,Average performance,0,0,
80378,6471,326,Q2,2025,A,99.26,85.47,91.56,5,Good progress,1,0,
80379,6471,327,Q1,2025,A,97.43,85.47,81.55,4,Good progress,0,0,
80380,6471,327,Q2,2025,A,97.43,85.47,80.17,3,Needs support,0,0,
80381,6471,328,Q1,2025,A,97.91,85.47,84.83,4,Good progress,0,0,
80382,6471,328,Q2,2025,A,97.91,85.47,79.41,3,Excellent work,1,0,
80383,6471,334,Q1,2025,A,98.22,85.47,78.47,2,Needs support,0,0,
80384,6471,334,Q2,2025,A,98.22,85.47,92.33,3,Excellent work,0,0,
80385,6471,333,Q1,2025,A,97.17,85.47,93.74,3,Excellent work,0,0,
80386,6471,333,Q2,2025,A,97.17,85.47,78.09,3,Good progress,1,0,
80387,6472,338,Q1,2025,F,27.49,67.67,65.48,3,Needs support,1,1,Tutoring
80388,6472,338,Q2,2025,F,27.49,67.67,71.32,1,Excellent work,1,1,Tutoring
80389,6472,326,Q1,2025,F,34.11,67.67,77.05,2,Average performance,1,1,Counseling
80390,6472,326,Q2,2025,F,34.11,67.67,75.5,1,Average performance,1,1,
80391,6472,333,Q1,2025,F,31.02,67.67,58.49,2,Average performance,1,1,Study Group
80392,6472,333,Q2,2025,F,31.02,67.67,74.26,4,Needs support,1,1,Tutoring
80393,6472,332,Q1,2025,F,31.34,67.67,57.87,1,Needs support,1,1,Study Group
80394,6472,332,Q2,2025,F,31.34,67.67,58.85,1,Good progress,1,1,Tutoring
80395,6472,329,Q1,2025,F,31.24,67.67,60.42,4,Needs support,1,1,Study Group
80396,6472,329,Q2,2025,F,31.24,67.67,64.73,2,Excellent work,1,1,Tutoring
80397,6472,336,Q1,2025,F,28.97,67.67,72.58,5,Excellent work,1,1,Tutoring
80398,6472,336,Q2,2025,F,28.97,67.67,68.39,4,Excellent work,1,1,Counseling
80399,6472,337,Q1,2025,F,31.77,67.67,67.6,2,Needs support,1,1,Study Group
80400,6472,337,Q2,2025,F,31.77,67.67,72.71,1,Good progress,1,1,Study Group
80401,6473,337,Q1,2025,F,36.72,78.82,88.45,1,Needs support,1,1,
80402,6473,337,Q2,2025,F,36.72,78.82,73.82,3,Average performance,1,1,Counseling
80403,6473,330,Q1,2025,F,40.98,78.82,86.15,1,Excellent work,1,1,Tutoring
80404,6473,330,Q2,2025,F,40.98,78.82,73.86,2,Excellent work,1,1,Counseling
80405,6473,338,Q1,2025,F,37.57,78.82,69.31,3,Excellent work,1,1,
80406,6473,338,Q2,2025,F,37.57,78.82,82.24,4,Average performance,1,1,Counseling
80407,6473,332,Q1,2025,F,34.68,78.82,84.64,2,Needs support,1,1,Study Group
80408,6473,332,Q2,2025,F,34.68,78.82,80.39,4,Average performance,1,1,
80409,6473,334,Q1,2025,F,36.82,78.82,75.19,5,Excellent work,1,1,Study Group
80410,6473,334,Q2,2025,F,36.82,78.82,81.18,2,Good progress,1,1,Tutoring
80411,6473,340,Q1,2025,F,38.22,78.82,81.86,3,Average performance,1,1,Tutoring
80412,6473,340,Q2,2025,F,38.22,78.82,76.38,1,Needs support,1,1,Tutoring
80413,6474,329,Q1,2025,D,66.91,76.19,85.04,1,Average performance,1,1,Study Group
80414,6474,329,Q2,2025,D,66.91,76.19,84.06,3,Good progress,1,1,Counseling
80415,6474,328,Q1,2025,D,65.29,76.19,74.02,1,Excellent work,1,1,Study Group
80416,6474,328,Q2,2025,D,65.29,76.19,82.76,4,Excellent work,1,1,Tutoring
80417,6474,336,Q1,2025,D,67.65,76.19,69.51,2,Average performance,1,1,Tutoring
80418,6474,336,Q2,2025,D,67.65,76.19,82.51,2,Good progress,1,1,Tutoring
80419,6474,327,Q1,2025,D,61.6,76.19,79.7,4,Excellent work,1,1,Study Group
80420,6474,327,Q2,2025,D,61.6,76.19,85.85,4,Average performance,1,1,
80421,6474,338,Q1,2025,D,62.44,76.19,80.98,2,Needs support,1,1,Study Group
80422,6474,338,Q2,2025,D,62.44,76.19,72.89,1,Excellent work,1,1,Counseling
80423,6474,340,Q1,2025,D,66.79,76.19,67.12,2,Average performance,1,1,Tutoring
80424,6474,340,Q2,2025,D,66.79,76.19,76.65,4,Excellent work,1,1,
80425,6475,334,Q1,2025,F,59.6,73.39,70.57,1,Good progress,1,1,Counseling
80426,6475,334,Q2,2025,F,59.6,73.39,69.08,1,Average performance,1,1,
80427,6475,337,Q1,2025,D,62.57,73.39,78.12,2,Average performance,1,1,Study Group
80428,6475,337,Q2,2025,D,62.57,73.39,81.33,5,Average performance,1,1,
80429,6475,329,Q1,2025,D,61.69,73.39,78.08,4,Needs support,1,1,
80430,6475,329,Q2,2025,D,61.69,73.39,66.11,4,Average performance,1,1,Study Group
80431,6475,338,Q1,2025,F,59.23,73.39,72.87,4,Needs support,1,1,Tutoring
80432,6475,338,Q2,2025,F,59.23,73.39,72.4,3,Average performance,1,1,Study Group
80433,6475,330,Q1,2025,F,59.01,73.39,76.29,1,Excellent work,1,1,
80434,6475,330,Q2,2025,F,59.01,73.39,70.34,2,Good progress,1,1,Study Group
80435,6475,336,Q1,2025,F,59.5,73.39,69.2,2,Needs support,1,1,Tutoring
80436,6475,336,Q2,2025,F,59.5,73.39,74.12,2,Needs support,1,1,
80437,6475,339,Q1,2025,D,60.03,73.39,75.32,2,Good progress,1,1,
80438,6475,339,Q2,2025,D,60.03,73.39,71.13,2,Average performance,1,1,
80439,6475,332,Q1,2025,F,59.48,73.39,71.84,3,Excellent work,1,1,Study Group
80440,6475,332,Q2,2025,F,59.48,73.39,80.35,2,Good progress,1,1,Counseling
80441,6476,330,Q1,2025,D,62.63,80.06,87.41,5,Needs support,1,1,Study Group
80442,6476,330,Q2,2025,D,62.63,80.06,80.15,2,Average performance,1,1,Counseling
80443,6476,338,Q1,2025,D,64.28,80.06,80.54,4,Excellent work,1,1,Study Group
80444,6476,338,Q2,2025,D,64.28,80.06,78.3,4,Good progress,1,1,Tutoring
80445,6476,331,Q1,2025,D,60.17,80.06,74.74,4,Excellent work,1,1,Tutoring
80446,6476,331,Q2,2025,D,60.17,80.06,81.47,4,Excellent work,1,1,
80447,6476,333,Q1,2025,D,62.11,80.06,70.88,3,Good progress,1,1,Tutoring
80448,6476,333,Q2,2025,D,62.11,80.06,76.03,5,Excellent work,1,1,Tutoring
80449,6476,335,Q1,2025,D,65.6,80.06,82.88,1,Average performance,1,1,Study Group
80450,6476,335,Q2,2025,D,65.6,80.06,79.53,3,Needs support,1,1,Tutoring
80451,6476,339,Q1,2025,D,63.12,80.06,73.14,3,Good progress,1,1,Counseling
80452,6476,339,Q2,2025,D,63.12,80.06,76.73,2,Needs support,1,1,
80453,6477,343,Q1,2025,C,70.03,81.76,85.53,2,Good progress,1,0,
80454,6477,343,Q2,2025,C,70.03,81.76,81.88,5,Needs support,1,0,
80455,6477,347,Q1,2025,D,68.9,81.76,82.39,1,Excellent work,1,1,
80456,6477,347,Q2,2025,D,68.9,81.76,81.52,3,Excellent work,1,1,
80457,6477,351,Q1,2025,C,71.69,81.76,79.97,5,Average performance,0,0,
80458,6477,351,Q2,2025,C,71.69,81.76,86.09,2,Needs support,1,0,
80459,6477,350,Q1,2025,D,68.61,81.76,77.44,4,Good progress,1,1,Tutoring
80460,6477,350,Q2,2025,D,68.61,81.76,75.23,2,Good progress,1,1,Tutoring
80461,6477,345,Q1,2025,D,68.56,81.76,79.04,2,Needs support,1,1,Tutoring
80462,6477,345,Q2,2025,D,68.56,81.76,75.34,1,Average performance,1,1,Tutoring
80463,6477,349,Q1,2025,C,70.08,81.76,80.89,2,Needs support,0,0,
80464,6477,349,Q2,2025,C,70.08,81.76,85.59,1,Excellent work,1,0,
80465,6478,347,Q1,2025,A,94.71,92.14,83.49,2,Excellent work,1,0,
80466,6478,347,Q2,2025,A,94.71,92.14,91.28,1,Good progress,0,0,
80467,6478,342,Q1,2025,A,93.36,92.14,91.54,3,Average performance,0,0,
80468,6478,342,Q2,2025,A,93.36,92.14,89.88,1,Needs support,0,0,
80469,6478,358,Q1,2025,A,97.42,92.14,100.0,4,Excellent work,0,0,
80470,6478,358,Q2,2025,A,97.42,92.14,97.48,1,Needs support,1,0,
80471,6478,351,Q1,2025,A,95.99,92.14,85.96,3,Good progress,0,0,
80472,6478,351,Q2,2025,A,95.99,92.14,83.43,1,Excellent work,0,0,
80473,6478,356,Q1,2025,A,93.94,92.14,92.2,4,Excellent work,0,0,
80474,6478,356,Q2,2025,A,93.94,92.14,84.1,1,Excellent work,1,0,
80475,6478,357,Q1,2025,A,94.1,92.14,100.0,1,Needs support,0,0,
80476,6478,357,Q2,2025,A,94.1,92.14,95.19,5,Needs support,0,0,
80477,6478,344,Q1,2025,A,95.27,92.14,99.61,4,Good progress,0,0,
80478,6478,344,Q2,2025,A,95.27,92.14,86.39,3,Excellent work,0,0,
80479,6478,353,Q1,2025,A,95.35,92.14,84.16,3,Needs support,0,0,
80480,6478,353,Q2,2025,A,95.35,92.14,100.0,1,Needs support,0,0,
80481,6479,345,Q1,2025,F,43.75,99.85,96.89,1,Average performance,1,1,Study Group
80482,6479,345,Q2,2025,F,43.75,99.85,93.4,4,Average performance,1,1,
80483,6479,343,Q1,2025,F,41.15,99.85,89.89,3,Excellent work,1,1,Study Group
80484,6479,343,Q2,2025,F,41.15,99.85,100.0,5,Average performance,1,1,
80485,6479,354,Q1,2025,F,39.13,99.85,100.0,5,Excellent work,1,1,Study Group
80486,6479,354,Q2,2025,F,39.13,99.85,100.0,4,Needs support,1,1,
80487,6479,350,Q1,2025,F,39.0,99.85,90.98,4,Excellent work,1,1,Counseling
80488,6479,350,Q2,2025,F,39.0,99.85,97.1,2,Needs support,1,1,Study Group
80489,6479,358,Q1,2025,F,42.22,99.85,91.92,1,Needs support,1,1,Study Group
80490,6479,358,Q2,2025,F,42.22,99.85,100.0,1,Needs support,1,1,Study Group
80491,6479,347,Q1,2025,F,38.04,99.85,100.0,4,Needs support,1,1,Study Group
80492,6479,347,Q2,2025,F,38.04,99.85,100.0,2,Good progress,1,1,Counseling
80493,6479,353,Q1,2025,F,36.44,99.85,95.03,5,Average performance,1,1,Counseling
80494,6479,353,Q2,2025,F,36.44,99.85,96.96,4,Average performance,1,1,Counseling
80495,6479,357,Q1,2025,F,37.76,99.85,91.31,2,Average performance,1,1,Study Group
80496,6479,357,Q2,2025,F,37.76,99.85,97.32,2,Good progress,1,1,Study Group
80497,6480,357,Q1,2025,F,31.48,85.21,75.39,1,Excellent work,1,1,
80498,6480,357,Q2,2025,F,31.48,85.21,83.4,1,Excellent work,1,1,
80499,6480,354,Q1,2025,F,36.12,85.21,80.12,5,Needs support,1,1,
80500,6480,354,Q2,2025,F,36.12,85.21,85.62,1,Average performance,1,1,Tutoring
80501,6480,349,Q1,2025,F,31.36,85.21,91.34,4,Needs support,1,1,
80502,6480,349,Q2,2025,F,31.36,85.21,89.2,5,Average performance,1,1,Counseling
80503,6480,351,Q1,2025,F,31.74,85.21,94.3,2,Average performance,1,1,
80504,6480,351,Q2,2025,F,31.74,85.21,81.04,1,Average performance,1,1,
80505,6480,345,Q1,2025,F,29.55,85.21,77.51,3,Good progress,1,1,
80506,6480,345,Q2,2025,F,29.55,85.21,75.55,5,Good progress,1,1,Tutoring
80507,6481,348,Q1,2025,F,7.68,96.34,90.34,5,Needs support,1,1,
80508,6481,348,Q2,2025,F,7.68,96.34,95.03,1,Needs support,1,1,Tutoring
80509,6481,347,Q1,2025,F,7.55,96.34,100.0,1,Excellent work,1,1,Tutoring
80510,6481,347,Q2,2025,F,7.55,96.34,88.03,5,Needs support,1,1,
80511,6481,353,Q1,2025,F,8.28,96.34,96.1,3,Average performance,1,1,
80512,6481,353,Q2,2025,F,8.28,96.34,87.9,4,Needs support,1,1,Tutoring
80513,6481,355,Q1,2025,F,8.79,96.34,98.97,5,Excellent work,1,1,
80514,6481,355,Q2,2025,F,8.79,96.34,95.05,4,Excellent work,1,1,Study Group
80515,6481,343,Q1,2025,F,11.01,96.34,94.25,3,Excellent work,1,1,
80516,6481,343,Q2,2025,F,11.01,96.34,92.22,5,Excellent work,1,1,Tutoring
80517,6481,357,Q1,2025,F,14.72,96.34,96.05,3,Excellent work,1,1,
80518,6481,357,Q2,2025,F,14.72,96.34,100.0,5,Excellent work,1,1,
80519,6481,350,Q1,2025,F,7.81,96.34,87.72,2,Excellent work,1,1,Counseling
80520,6481,350,Q2,2025,F,7.81,96.34,88.68,1,Needs support,1,1,Tutoring
80521,6481,352,Q1,2025,F,11.68,96.34,100.0,3,Average performance,1,1,Counseling
80522,6481,352,Q2,2025,F,11.68,96.34,100.0,3,Average performance,1,1,
80523,6482,345,Q1,2025,D,66.04,85.12,84.17,5,Needs support,1,1,Counseling
80524,6482,345,Q2,2025,D,66.04,85.12,84.24,3,Average performance,1,1,Study Group
80525,6482,351,Q1,2025,D,66.15,85.12,76.63,2,Average performance,1,1,Tutoring
80526,6482,351,Q2,2025,D,66.15,85.12,82.25,5,Good progress,1,1,
80527,6482,353,Q1,2025,D,69.31,85.12,87.93,2,Needs support,1,1,Tutoring
80528,6482,353,Q2,2025,D,69.31,85.12,83.23,1,Good progress,1,1,Counseling
80529,6482,349,Q1,2025,D,67.43,85.12,90.75,2,Needs support,1,1,Study Group
80530,6482,349,Q2,2025,D,67.43,85.12,76.96,3,Excellent work,1,1,Tutoring
80531,6482,348,Q1,2025,D,67.01,85.12,89.89,2,Average performance,1,1,Study Group
80532,6482,348,Q2,2025,D,67.01,85.12,89.6,2,Good progress,1,1,
80533,6482,355,Q1,2025,D,66.54,85.12,93.43,5,Good progress,1,1,
80534,6482,355,Q2,2025,D,66.54,85.12,84.83,1,Excellent work,1,1,Study Group
80535,6482,347,Q1,2025,D,68.87,85.12,81.63,3,Excellent work,1,1,Counseling
80536,6482,347,Q2,2025,D,68.87,85.12,77.91,2,Excellent work,1,1,Tutoring
80537,6482,350,Q1,2025,D,69.72,85.12,91.31,4,Needs support,1,1,Tutoring
80538,6482,350,Q2,2025,D,69.72,85.12,85.11,4,Needs support,1,1,Tutoring
80539,6483,355,Q1,2025,F,56.25,93.4,91.94,4,Average performance,1,1,Study Group
80540,6483,355,Q2,2025,F,56.25,93.4,93.4,4,Average performance,1,1,Counseling
80541,6483,351,Q1,2025,F,58.03,93.4,89.72,4,Average performance,1,1,Tutoring
80542,6483,351,Q2,2025,F,58.03,93.4,98.01,4,Excellent work,1,1,Counseling
80543,6483,347,Q1,2025,F,55.66,93.4,100.0,5,Good progress,1,1,Study Group
80544,6483,347,Q2,2025,F,55.66,93.4,85.2,4,Excellent work,1,1,Tutoring
80545,6483,343,Q1,2025,F,56.53,93.4,100.0,5,Average performance,1,1,
80546,6483,343,Q2,2025,F,56.53,93.4,89.86,4,Average performance,1,1,
80547,6483,356,Q1,2025,F,55.29,93.4,95.68,1,Needs support,1,1,
80548,6483,356,Q2,2025,F,55.29,93.4,86.83,3,Needs support,1,1,
80549,6483,342,Q1,2025,F,54.44,93.4,94.38,4,Average performance,1,1,Study Group
80550,6483,342,Q2,2025,F,54.44,93.4,86.19,1,Excellent work,1,1,Tutoring
80551,6484,351,Q1,2025,B,89.59,85.1,89.86,5,Good progress,1,0,
80552,6484,351,Q2,2025,B,89.59,85.1,80.04,3,Excellent work,0,0,
80553,6484,344,Q1,2025,A,90.15,85.1,77.57,3,Good progress,1,0,
80554,6484,344,Q2,2025,A,90.15,85.1,76.66,4,Needs support,1,0,
80555,6484,354,Q1,2025,A,94.01,85.1,94.44,2,Needs support,0,0,
80556,6484,354,Q2,2025,A,94.01,85.1,91.1,3,Needs support,1,0,
80557,6484,356,Q1,2025,A,95.43,85.1,87.93,2,Excellent work,0,0,
80558,6484,356,Q2,2025,A,95.43,85.1,83.9,3,Excellent work,1,0,
80559,6484,349,Q1,2025,A,91.77,85.1,79.53,5,Needs support,1,0,
80560,6484,349,Q2,2025,A,91.77,85.1,92.78,1,Average performance,0,0,
80561,6484,352,Q1,2025,A,93.06,85.1,78.73,4,Needs support,1,0,
80562,6484,352,Q2,2025,A,93.06,85.1,79.67,5,Average performance,1,0,
80563,6484,346,Q1,2025,A,91.4,85.1,84.69,5,Excellent work,1,0,
80564,6484,346,Q2,2025,A,91.4,85.1,81.96,1,Average performance,0,0,
80565,6485,354,Q1,2025,F,30.22,97.43,100.0,2,Good progress,1,1,Study Group
80566,6485,354,Q2,2025,F,30.22,97.43,100.0,5,Average performance,1,1,Counseling
80567,6485,352,Q1,2025,F,28.03,97.43,90.82,4,Needs support,1,1,
80568,6485,352,Q2,2025,F,28.03,97.43,90.84,3,Average performance,1,1,Counseling
80569,6485,347,Q1,2025,F,23.36,97.43,97.98,1,Good progress,1,1,Study Group
80570,6485,347,Q2,2025,F,23.36,97.43,92.26,4,Good progress,1,1,Counseling
80571,6485,356,Q1,2025,F,29.23,97.43,100.0,5,Excellent work,1,1,Tutoring
80572,6485,356,Q2,2025,F,29.23,97.43,87.71,5,Good progress,1,1,Counseling
80573,6485,346,Q1,2025,F,27.86,97.43,88.68,3,Average performance,1,1,Tutoring
80574,6485,346,Q2,2025,F,27.86,97.43,97.66,3,Good progress,1,1,Tutoring
80575,6485,343,Q1,2025,F,26.15,97.43,100.0,3,Excellent work,1,1,Counseling
80576,6485,343,Q2,2025,F,26.15,97.43,100.0,4,Good progress,1,1,Tutoring
80577,6486,349,Q1,2025,F,39.09,61.3,69.17,1,Average performance,1,1,Counseling
80578,6486,349,Q2,2025,F,39.09,61.3,57.95,5,Average performance,1,1,Counseling
80579,6486,347,Q1,2025,F,39.48,61.3,54.47,1,Needs support,1,1,
80580,6486,347,Q2,2025,F,39.48,61.3,68.72,3,Good progress,1,1,Tutoring
80581,6486,350,Q1,2025,F,39.83,61.3,55.68,3,Average performance,1,1,
80582,6486,350,Q2,2025,F,39.83,61.3,52.62,2,Excellent work,1,1,Counseling
80583,6486,346,Q1,2025,F,37.59,61.3,70.91,2,Excellent work,1,1,Counseling
80584,6486,346,Q2,2025,F,37.59,61.3,54.42,4,Needs support,1,1,
80585,6486,357,Q1,2025,F,39.42,61.3,54.25,1,Excellent work,1,1,
80586,6486,357,Q2,2025,F,39.42,61.3,53.28,3,Needs support,1,1,Tutoring
80587,6486,358,Q1,2025,F,39.75,61.3,59.89,4,Needs support,1,1,Counseling
80588,6486,358,Q2,2025,F,39.75,61.3,59.67,3,Average performance,1,1,Tutoring
80589,6487,352,Q1,2025,D,62.51,72.38,78.62,5,Good progress,1,1,
80590,6487,352,Q2,2025,D,62.51,72.38,69.81,4,Good progress,1,1,
80591,6487,353,Q1,2025,D,65.42,72.38,69.51,3,Needs support,1,1,
80592,6487,353,Q2,2025,D,65.42,72.38,69.3,2,Average performance,1,1,Study Group
80593,6487,357,Q1,2025,D,65.76,72.38,73.93,4,Average performance,1,1,
80594,6487,357,Q2,2025,D,65.76,72.38,65.17,5,Good progress,1,1,Counseling
80595,6487,358,Q1,2025,D,64.77,72.38,64.12,5,Excellent work,1,1,Counseling
80596,6487,358,Q2,2025,D,64.77,72.38,76.37,3,Good progress,1,1,Study Group
80597,6487,351,Q1,2025,D,64.18,72.38,65.41,2,Good progress,1,1,Study Group
80598,6487,351,Q2,2025,D,64.18,72.38,64.9,5,Needs support,1,1,Tutoring
80599,6487,346,Q1,2025,D,68.38,72.38,67.43,4,Excellent work,1,1,Study Group
80600,6487,346,Q2,2025,D,68.38,72.38,68.35,5,Needs support,1,1,Counseling
80601,6488,354,Q1,2025,A,99.5,99.24,100.0,2,Excellent work,1,0,
80602,6488,354,Q2,2025,A,99.5,99.24,93.03,2,Good progress,1,0,
80603,6488,346,Q1,2025,A,99.39,99.24,100.0,5,Average performance,0,0,
80604,6488,346,Q2,2025,A,99.39,99.24,96.54,5,Good progress,0,0,
80605,6488,343,Q1,2025,A,99.76,99.24,98.3,5,Needs support,1,0,
80606,6488,343,Q2,2025,A,99.76,99.24,100.0,2,Average performance,0,0,
80607,6488,342,Q1,2025,A,99.55,99.24,97.6,5,Needs support,0,0,
80608,6488,342,Q2,2025,A,99.55,99.24,95.83,3,Good progress,1,0,
80609,6488,347,Q1,2025,A,99.47,99.24,94.84,5,Excellent work,1,0,
80610,6488,347,Q2,2025,A,99.47,99.24,98.55,4,Good progress,1,0,
80611,6488,345,Q1,2025,A,99.42,99.24,100.0,5,Needs support,1,0,
80612,6488,345,Q2,2025,A,99.42,99.24,95.13,2,Good progress,0,0,
80613,6488,355,Q1,2025,A,99.15,99.24,89.64,3,Needs support,0,0,
80614,6488,355,Q2,2025,A,99.15,99.24,94.36,3,Average performance,1,0,
80615,6489,349,Q1,2025,A,92.82,89.88,83.44,2,Average performance,0,0,
80616,6489,349,Q2,2025,A,92.82,89.88,90.28,4,Excellent work,1,0,
80617,6489,341,Q1,2025,A,96.9,89.88,90.43,3,Good progress,1,0,
80618,6489,341,Q2,2025,A,96.9,89.88,84.15,4,Average performance,0,0,
80619,6489,355,Q1,2025,A,93.01,89.88,92.09,3,Average performance,0,0,
80620,6489,355,Q2,2025,A,93.01,89.88,85.38,1,Needs support,0,0,
80621,6489,358,Q1,2025,A,92.02,89.88,96.11,1,Needs support,0,0,
80622,6489,358,Q2,2025,A,92.02,89.88,95.34,1,Needs support,1,0,
80623,6489,344,Q1,2025,A,95.59,89.88,98.29,1,Needs support,0,0,
80624,6489,344,Q2,2025,A,95.59,89.88,97.45,4,Good progress,0,0,
80625,6489,348,Q1,2025,A,95.16,89.88,82.55,2,Good progress,0,0,
80626,6489,348,Q2,2025,A,95.16,89.88,94.98,4,Needs support,0,0,
80627,6489,351,Q1,2025,A,93.11,89.88,96.12,3,Good progress,1,0,
80628,6489,351,Q2,2025,A,93.11,89.88,82.52,2,Excellent work,0,0,
80629,6490,341,Q1,2025,F,24.32,60.72,60.21,5,Excellent work,1,1,Study Group
80630,6490,341,Q2,2025,F,24.32,60.72,63.55,1,Excellent work,1,1,Counseling
80631,6490,356,Q1,2025,F,24.12,60.72,54.72,5,Excellent work,1,1,Study Group
80632,6490,356,Q2,2025,F,24.12,60.72,67.57,3,Excellent work,1,1,Tutoring
80633,6490,358,Q1,2025,F,24.54,60.72,55.1,5,Good progress,1,1,Study Group
80634,6490,358,Q2,2025,F,24.54,60.72,70.61,2,Needs support,1,1,Tutoring
80635,6490,355,Q1,2025,F,19.68,60.72,61.82,1,Good progress,1,1,Counseling
80636,6490,355,Q2,2025,F,19.68,60.72,51.54,4,Needs support,1,1,Study Group
80637,6490,343,Q1,2025,F,22.37,60.72,51.45,5,Excellent work,1,1,Study Group
80638,6490,343,Q2,2025,F,22.37,60.72,65.37,4,Good progress,1,1,
80639,6491,347,Q1,2025,A,97.91,66.1,66.01,3,Good progress,1,1,
80640,6491,347,Q2,2025,A,97.91,66.1,69.04,1,Good progress,1,1,Counseling
80641,6491,342,Q1,2025,A,98.95,66.1,63.86,5,Needs support,1,1,Tutoring
80642,6491,342,Q2,2025,A,98.95,66.1,70.98,2,Good progress,1,1,Tutoring
80643,6491,352,Q1,2025,A,98.38,66.1,62.86,5,Average performance,1,1,Counseling
80644,6491,352,Q2,2025,A,98.38,66.1,68.65,1,Needs support,1,1,Counseling
80645,6491,353,Q1,2025,A,99.26,66.1,66.72,2,Needs support,1,1,Counseling
80646,6491,353,Q2,2025,A,99.26,66.1,56.77,5,Average performance,1,1,
80647,6491,357,Q1,2025,A,99.28,66.1,59.44,2,Good progress,1,1,Counseling
80648,6491,357,Q2,2025,A,99.28,66.1,65.34,2,Good progress,1,1,Study Group
80649,6492,358,Q1,2025,D,62.5,97.45,91.7,4,Needs support,1,1,Study Group
80650,6492,358,Q2,2025,D,62.5,97.45,100.0,1,Average performance,1,1,Tutoring
80651,6492,351,Q1,2025,D,62.28,97.45,100.0,4,Needs support,1,1,
80652,6492,351,Q2,2025,D,62.28,97.45,100.0,2,Good progress,1,1,Study Group
80653,6492,349,Q1,2025,D,60.66,97.45,88.98,1,Needs support,1,1,Counseling
80654,6492,349,Q2,2025,D,60.66,97.45,90.11,2,Good progress,1,1,
80655,6492,347,Q1,2025,D,62.23,97.45,97.72,4,Excellent work,1,1,Tutoring
80656,6492,347,Q2,2025,D,62.23,97.45,89.7,2,Average performance,1,1,
80657,6492,356,Q1,2025,D,63.35,97.45,100.0,5,Average performance,1,1,Counseling
80658,6492,356,Q2,2025,D,63.35,97.45,98.97,5,Average performance,1,1,
80659,6492,353,Q1,2025,D,65.34,97.45,100.0,1,Average performance,1,1,Counseling
80660,6492,353,Q2,2025,D,65.34,97.45,100.0,3,Excellent work,1,1,Study Group
80661,6493,343,Q1,2025,A,96.4,63.24,54.13,2,Excellent work,1,1,Study Group
80662,6493,343,Q2,2025,A,96.4,63.24,65.06,1,Good progress,1,1,Tutoring
80663,6493,355,Q1,2025,A,93.14,63.24,63.62,3,Average performance,1,1,
